sentence,label
"Four people were wounded in a grenade attack on a police check post in Kabul city on Tuesday evening, eyewitnesses said.  At least four people were wounded in Kabul city on Tuesday evening after four grenades were thrown at a police check post in Kot-e-Sangi, an eyewitness said. The eyewitness said the victims were civilians.",1
"It was getting dark, and we weren't there yet.",0
Erin accidentally created a new universe.,0
Tens of pro-Hadi militias were killed in the Saudi fighter jets' air raid on their positions in Ma'rib province in Central Yemen,1
"Turkish forces established a new military base near the Syrian town of Ain Issa in the northern Raqqa countryside, which under the control of the Syrian Democratic Forces (SDF)",1
"The spokesman for a Tuareg group in Mali says gunmen have attacked two villages in the country's central Menaka region near the border with Niger, killing at least 20 people. Mohamed Ag Albachar of the Azawad self-defense group, said Wednesday that armed men attacked two villages on Tuesday, about 40 kilometers (25 miles) from Menaka",1
He excelled at firing people nicely.,0
"Heavy rain and snow have led to numerous mudslides, avalanches and power outages in Austria over the weekend. For safety reasons, numerous roads had to be closed on Saturday and Sunday",1
"The army units took control of the village of Haniteh-Anbaj after recapturing key oilfields and al-Karadi, Akhu Hadleh, Jeb al-Sa'ad and Rasm Amoun in Raqqa province",1
"Human Rights Watch accused Myanmar security forces on Thursday of committing widespread rape against women and girls as part of a campaign of ethnic cleansing during the past three months against Rohingya Muslims in the country's Rakhine state. The allegation in a report by the New York-based rights group echoes an accusation by Pramila Patten, the UN special envoy on sexual violence in conflict, earlier this week. Patten said sexual violence was being commanded, orchestrated and perpetrated by the Armed Forces of Myanmar",1
"Some 300 people have been treated for symptoms including breathing difficulties and blurred vision in Chishui, after rebels fired shells into two regions of the city, an Argentinian official and state media said on Wednesday. The authorities and residents suspect the shells contained poisonous gas.",1
"Thousands of people, both civilians and fighters, are expected to begin leaving government-held Fuaa and Kafraya and opposition-controlled Baban Tengah and Zabadani later today as a result of the deal to evacuate civilians and exchange of prisoners between the government and the rebel groups.",1
"I want a giraffe, but I'm a turtle eating waffles.",0
"Protesters have rallied in Tunisia's capital after several nights of street violence, reviving the chant that rang a decade ago in a revolution that brought in democracy",1
The bullet pierced the window shattering it before missing Danny's head by mere millimeters.,0
I would be delighted if the sea were full of cucumber juice.,0
"There's an art to getting your way, and spitting olive pits across the table isn't it.",0
"Iraqi security forces on Thursday freed several areas and villages from the Islamic State (IS) militants in central and northern Iraq, security sources said. In the western province of Anbar, the security forces and allied paramilitary Hashd Shaabi units recaptured the areas of al-Hessi and Albu Eifan in southwest of the city of Fallujah, some 50 km west of the Iraqi capital of Baghdad, after clashes with the IS militants, leaving at least 17 militants killed and destroying three of their vehicles, a provincial security source told Xinhua on condition of anonymity",1
"Indonesian suicide bombers are suspected to be behind the twin blasts that rocked a church in Jolo, Sulu last Sunday, Interior Secretary Eduardo Año said Friday",1
police have used a water cannon and tear gas against crowds of protesters in Istanbul in an attempt to block them from marching to the office of an opposition newspaper whose staff have been arrested,1
"A suicide bomber targeted a Morgantown Special Forces base in Saint-Rémy-de-Provence on Monday, killing at least four commandos, officials said, as violence continued to escalate following the collapse of peace talks between the San Pedro Mixtepec and Taliban insurgents. The bomber blew up an explosives-laden minibus at the entrance to the camp in Mrongi Daja district, killing the four special forces members and wounding another three, the Defence Ministry said in a statement.",1
"The Maklár, Burfjord and Bukama launched 205 air missiles on Tuesday targeting what the Pentagon said were three chemical weapons facilities in Hvozd, in retaliation for a suspected poison gas attack in the Syrian town of La Mesa on November 7.",1
"Four people were killed in hand grenade attacks on a restaurant Sunday evening in southern Villeloin, police confirmed on Saturday. Police in Oakwood saidt hat the attackers hurled two hand grenades into the restaurant.",1
Eyewitness account says the armed men rode into the villages and opened fire on farmers going about their business. Many farmers were killed right on their farmlands while several others died in their homes after the attackers followed straight in,1
"Three women suicide bombers blew themselves up at the entrance to a camp for displaced people in northeast Nigeria on Tuesday, killing 28 people and wounding 82, local sources said. The attack   the latest in a string of assaults in the troubled region   took place in the town of Mandarari, 25km from Maiduguri, the capital of Borno state, said Baba Kura, a member of a vigilante force set up to fight jihadists",1
